"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8","Comp 9","Comp 10","Comp 11","Comp 12","Comp 13","Comp 14","Comp 15","Comp 16","Comp 17","Comp 18","Comp 19","Comp 20","Comp 21","Comp 22","Comp 23","Comp 24","Comp 25","Comp 26","Comp 27","Comp 28","Comp 29","Comp 30","Comp 31","Comp 32","Comp 33","Comp 34","Comp 35","Comp 36","Comp 37","Comp 38"
"209974",0.380563887387408,-1.2873996752684,1.05849270379369,-0.199530552513818,1.43152985114911,0.918758685316336,-0.258704489793877,0.430498625451179,-0.275621552908294,-0.223803046418933,-0.835666738098745,0.766866286998413,-0.871989592948816,-0.112095178354702,-0.241844279156638,0.19122998520784,-0.591978324560372,-0.0217623525701313,0.430517646884108,-0.0602881439230128,-1.73741519593789,1.21056247698686,-1.04720692392067,0.0762074884481305,1.21901530922629,0.491980424510231,-0.663743888699058,-0.223240452154623,0.867249470171291,-0.731215142489598,-0.466571552284769,-0.632269675542379,-0.25263503308604,-0.556549161583352,-0.0134573347283679,0.0217791084080381,-0.516524930261373,0.0953903518626252
"209975",-1.41746969793776,-0.12213452235971,-0.750107498440082,1.60028946516855,-0.399796071229856,-0.0870662896952858,0.467494925776775,-0.579097496714323,1.33596673582627,0.0593649661975969,-1.75339413905948,-0.0780526749245355,-0.688168473516858,0.825714087702522,-0.521499495785468,0.442382946778894,-0.543398019774244,0.0657961332291708,0.033154316650112,0.325255672247025,-0.700747948738311,0.0365425664633791,0.43749570465652,-0.126934601618198,-0.176679421182104,-1.30408407563489,0.878939127116141,-1.30794620233625,1.00821808932795,-0.072029797779998,0.0620107685717278,0.275635329463645,-0.522605290037333,0.38493912340695,-0.405736714902045,0.859158223625557,-0.0744699051406495,-0.0199255738160986
"209976",0.553814527939699,-1.16470518611408,0.272525409043669,0.832792734462709,-0.318996318460177,0.733013768713061,0.670352924872784,1.15627392596837,0.406842624618654,-0.0369630927002002,1.73822263196919,-0.112614283953174,-2.11005157759726,-0.679641953005387,0.069116511646938,-0.0370019622278763,0.422406519037649,-0.0278747626949857,-1.13865131021762,-0.137659845893265,0.225361477694276,-0.0193424595021439,0.25148325674835,-0.496130799504122,1.6435801061841,0.880478039624296,0.718363499483421,0.68679204437202,0.711686203950777,1.38476024060264,0.475631364011113,0.347353943469632,-0.705788436092881,-2.08691277071461,-0.811603867547827,-0.354959138876658,0.405442813653676,0.0659350942257904
"209977",1.06534950260284,-0.0471519607429118,-0.294881531330321,-0.0894614776752035,0.956429372966802,-0.715182764194491,-0.354995463612194,1.44107119134417,0.181715184804138,0.451464626194947,-1.0091835317475,-0.257325916343379,0.176899526517821,-0.0474680169370449,0.991473194396467,-1.53269477497238,0.204150895652084,-0.679049956193956,0.201851622190789,-0.172635583751117,0.0539083191814003,-0.568018077579613,0.627469350073259,-0.117920665207849,-0.403675218470996,-0.173369841612034,-0.439890668447342,0.573421507085828,1.04805039145673,0.371071167546791,0.0295943187523295,-0.0548320060865826,-0.126226165321811,0.155944200627422,0.642243120677824,1.31420822631612,-0.225101778275075,-0.114677130254405
"209978",-0.475856956466411,-2.62226487590238,-0.884665542712252,-0.183116244483272,0.356785813270463,-0.448649122683479,-0.390823606199006,0.91996054609289,-0.930634851519653,-0.673594764721529,-0.390702338643813,1.35950480041078,-1.27088790066771,-2.45004123296196,-1.12893240160941,2.07102620365665,1.21641010099008,0.66696507617494,0.430137175467843,-0.904963840972694,-0.0626313967166852,-0.821729785671551,-0.267915240390306,1.88054144929785,1.46118240827842,1.75938214461904,-0.43657210691177,-1.3965267164358,-0.482473106302644,0.41784525883661,-1.16578773459284,-1.88856482898811,0.399191441829359,0.100089163527004,-0.543482035550383,-0.284872863909007,-0.279042986517272,-0.0178137175166291
"209979",1.29032132669556,-0.954183384570612,0.0727004492796318,0.0276727068391876,-0.71443140999018,0.226287543618705,0.468176460397081,0.864922467039236,1.01795594983246,-0.0197110120175682,0.923557565330791,-0.996447825483234,1.58322310039797,0.104540295629074,0.115081322175807,1.01051483080036,1.19432467186758,0.918181407257589,0.0143479394534508,0.877252779001258,0.144814942271041,1.66180510144038,0.304740197563123,0.170146099545198,-0.146396807619177,0.450021084634052,1.14529272073559,0.643514475882355,-0.489257037257328,-0.0802497887827455,-0.0619412730411295,0.0868645635043295,0.862749179374904,1.42910629431443,-0.170756098929563,1.47577880966968,0.598490165738966,0.123673447251501
"209980",2.47657542356162,-0.685677592635641,-1.31824135568471,0.957120840588662,0.427388664896874,1.48512052992404,1.4474065307853,0.243369835423158,0.182407877098786,-0.489441901346494,-1.32939339097133,-1.24595969282045,1.75621161435121,-0.81193125270846,0.998644913557629,-1.15301512996235,-0.5776974767817,1.07389055620886,-0.281458262256477,0.841827616551038,0.62783908184666,0.0162211958404143,-1.46810106694349,2.21346467264389,0.501455850843648,0.348968852037707,0.993580986511313,0.294676207296994,-0.233009923572839,-0.752346741190189,1.12947104860495,-0.0769635565221529,0.57603147774693,-0.361506101967471,0.0543373232727779,0.0820332658315824,-0.0849946565056103,-0.063722479045645
"209981",1.90524362290578,0.486551206108957,-0.871901176023773,0.947554648753799,-0.485389438859206,0.869269503154984,1.06303130936773,0.100854891889265,0.190544332954271,-0.383504121712915,-0.139232867743061,-0.330675489258825,1.76470139818897,-1.11218986240017,1.20310164346221,-1.05624587391646,-0.756503621212973,0.715199342221807,-0.58955941775794,0.734464974337747,1.04514635309086,0.261391005780109,-1.76274457843852,2.42814138492602,0.0966339444416041,-0.169278548987093,0.377203507921512,-0.342827759726109,0.408615182998325,-0.4416598951413,0.189287281452879,-0.634597558098525,0.722030721447334,-0.675008299221692,-0.82659093899788,-0.593160733410359,-0.0712364340307986,-0.012108358906167
"209982",-2.27855167221525,2.06348344960807,-0.842273595224409,-0.431971138628451,0.13780603181112,1.16077667942561,0.617685923331105,0.218154262200374,0.380686053565637,-0.563272077383697,-1.51067647915205,-1.16318088997533,-1.48559064740736,-1.18168866833229,0.354718900005737,-2.22452519698192,0.565850257401881,-1.65574529720289,0.330413754119088,0.0664029890196679,0.291439244103503,0.682454245443658,-0.789183956569117,-0.857398597927525,-0.210510767774255,2.31276677936784,-0.50899340476839,-0.22747340258797,-1.51101705727967,-0.543960761431953,-0.00432478392274786,-0.229360577393839,-0.789450942873061,0.950136815880017,0.172185014489661,0.353322233300158,-0.838878298850999,-0.0227726650680742
"209983",0.331960524904376,0.0987210783902601,-0.478159660931226,1.40626473366091,-1.0972041726304,-1.51235160720505,1.45971442860841,0.579957631046376,0.0238871918945565,-1.16280107628116,1.46583835637785,-0.00267626342342909,-2.12232139579616,0.890363389217901,-0.204210172216247,-0.46111851521241,-0.1349308922519,-0.379287296255493,-0.306068395404613,0.511455084424327,-0.494458227359292,-0.441489797341872,-0.716403199548866,0.475162842567259,1.81219997296246,0.0624563313685988,0.491144048836155,1.7985823073199,-1.51220477134914,0.693122473267499,-0.0410328123193932,-0.515699020161045,-0.493383849621245,-0.466732029144146,0.0294581417683745,-0.83752030197806,-0.120001798164244,-0.0301571498860899
