"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8","Comp 9","Comp 10","Comp 11","Comp 12","Comp 13","Comp 14","Comp 15","Comp 16","Comp 17","Comp 18","Comp 19","Comp 20","Comp 21","Comp 22","Comp 23","Comp 24"
"227312",-0.603596389281445,-0.0822619951818274,-0.828563259509241,0.389513448505749,-0.639898166955769,1.00729316216389,-0.794211983496995,0.718934324428624,-0.199507175807218,-0.277243291033539,-1.509996527879,0.00724278367036823,-0.241186755595701,0.621668383485871,-0.433617291491452,-0.465877664635779,-0.475800718875641,-1.54588491317315,1.95237887996514,0.131464545091108,-0.00380795704202954,0.192291170839053,-0.0660969575324389,0.440061647221967
"227313",-0.78025379341019,0.158395385180641,-0.808198926440708,-1.34530328331134,0.755712856000282,0.590798212102255,1.03493575501117,-0.200769168924969,-0.200610094835112,-1.19658091206831,0.6033556382385,0.628573930141641,-1.97875786480513,-0.366225910438352,0.230585868502821,-1.61762104850334,0.391395426305885,-0.144475951621115,0.930155272526605,0.715478072237598,-0.173388357451558,1.47158467646597,-0.902610524119179,-1.03780719510148
"227314",-0.653862055768577,0.00877208801480813,0.526374081595138,-1.67985342265216,-0.594711163714523,0.449320319511094,1.26251477597704,0.479273495876633,0.404229228444514,2.19860055710028,0.761191922735663,-0.440804003614833,-1.1615340252989,-0.417047659160368,0.00508553236117383,1.81984704243887,0.405642466508693,0.545428363533422,-1.20979343389509,0.518905513275275,-1.16158836855226,-1.05467023987055,-1.25177541849265,0.495863150212987
"227316",-0.997170047616975,-1.54078547992025,-0.271833995833579,-1.18054389858964,-0.0213965487734768,-0.800165799552276,0.672809989023264,-0.15668537188893,0.231837349234721,-0.152396212745313,-1.43918089467083,-0.810139793640902,-1.84112560640124,-0.492137528465466,-0.118023073197597,0.0982914953557786,2.03048261261534,-0.351886453298206,0.506807400061191,-1.11007127660879,-1.98206094733644,-1.32857960455976,0.969878242047107,0.491610793478656
"227317",-0.459384960696307,1.61514844034825,0.492553204345677,0.284259534163093,-1.66595293908885,0.00899162599788387,0.441756769198218,0.774361842626322,-0.41870142442365,0.31999154685364,0.249744662079496,0.618659054844809,-0.280286567613596,0.011037437797831,-0.630613041787824,0.828839812098136,0.272428457983714,0.652531360459507,-0.371715674730954,-0.420784705952038,0.508146621103192,-0.553557798917063,-0.177578790539826,0.0770910970228905
"227318",2.9090228043695,-1.86965765105163,0.962612013008434,-0.994375181893053,0.114187919972221,-1.01877560612612,-0.264536431365359,-1.42710161135238,-1.94990906836886,-0.0804734690752267,-2.10604869206365,-0.530643554699646,-0.966995385727361,-1.66485619109742,-0.968790802238163,0.130631358190671,-1.08160773034755,-0.667724817294026,0.127084544982691,-0.0878807910243179,-0.185172507403646,1.17123612911241,1.507164925726,1.83809763312289
"227319",-0.653407491145648,1.15621168347259,-0.513127233441203,-0.299906791441615,2.04426081269171,-1.48583508536322,-1.26017268773145,0.377126239918817,0.202912695965805,-0.00851114889882191,-0.400625610007437,0.341553120165468,-2.33827772619696,0.31432918235052,1.1294464270659,-0.22364247338926,-0.667878087140443,0.401706985671341,-0.488299314535792,0.618934852814717,-0.929680524330306,-0.173092851137686,-0.571218941963223,-0.896112712892612
"227320",-0.831853428363694,1.71901298489343,0.480894725135468,0.246333424454937,-1.38090301958002,0.0585126164621712,0.56683969458091,1.08430294102006,-0.193064714525464,0.163243274404068,0.142333481452521,1.30919506395638,0.253731882899715,0.13119205966051,-0.739298773087122,1.06329269624852,0.383450826435907,0.515086644843178,-0.287729130317385,0.00243610154823393,0.871418028078499,-0.464561345841495,0.0712458070872213,-0.0846351325972489
"227321",0.655966638079515,-0.813126796831465,1.45380394830559,-0.460147847063763,0.601702853865785,-0.38922780005234,0.773226817114808,-0.50211636393473,0.414474210091109,-0.982325054970366,-0.603918703823797,-0.403931015796914,1.07931456821569,-0.306694349125293,0.247178872069688,-0.0348237388810662,-0.342291337645253,0.0224607573784924,-0.142132773440279,-1.49471021316074,-0.566293675937265,-0.62908103827908,-0.975533323107983,0.806038934760291
"227322",0.757921413303432,0.434522231597943,-0.112811035431036,1.02830865282723,-0.753155667286078,2.59458450629746,-1.12250524782144,-1.38016984348866,-0.507044082500806,0.981649496164039,-0.369313642998266,0.737345141303544,1.15893990565679,-1.08682997606181,-0.313397069005246,-1.61666188906674,1.10604321789649,0.667004159048784,-0.794053658036714,0.947943346864703,1.88665162473523,-1.72977952326901,0.432574658705676,1.96194554910893
"227323",0.433996262280993,-0.442049040908615,0.466788468055846,1.39693696862659,-0.822008073485321,-0.546998162423815,-0.65517699505759,-1.00611198763005,-0.283859763499397,-0.717079388454645,-0.424781831699484,1.45190377374814,1.71877015624333,0.193951561957348,1.77612639348194,-0.0104805676450175,-0.456892055865759,-1.76129217760314,-1.1095334245297,-1.59890647146737,-0.766583122875593,0.297299160949248,1.12935986030177,-1.06499399431431
"227324",-0.477078004079863,0.189074248226033,2.37216063176731,-0.452245910873099,0.173373895394679,0.0955895976692816,0.434875238429934,-0.445107722199255,-0.374123267150828,0.432915741872216,1.06910979868015,0.0722640961659392,0.270720105824827,-0.0955904692280235,1.03698888934798,1.5487527858404,-0.467098499208023,0.271376266874805,0.56086734661827,1.17948715101434,1.24511022669855,0.515265966635617,-0.29497915248975,-0.0670291941509924
